1,028D--pA,0
2,051C--pA,0
3,044D--pB,0
4,001CI2--pA,0
5,067D--pB,0
6,091D--pB,0
7,075D--pB,0
8,004RD2--pB,0
9,040D--pA,0
10,112R--pB,0
11,044R--pA,0
12,070D--pA,0
13,107D--pB,0
14,068C--pA,0
15,058A--pB,0
16,200A--pA,0
17,075D--pA,0
18,112D--pA,0
19,089D--pA,0
20,099R--pB,0
21,083A--pA,0
22,001AI2--pA,0
23,035R--pA,0
24,099D--pA,0
25,024C--pB,0
26,088C--pA,0
27,066R--pB,0
28,004AI2--pB,0
29,018D--pB,0
30,083D--pB,0
31,002AI2--pA,0
32,107A--pA,0
33,053D--pB,0
34,058D--pA,0
35,109A--pA,0
36,085D--pB,0
37,038C--pB,0
38,070R--pA,0
39,058D--pB,0
40,032D--pA,0
41,094R--pB,0
42,082A--pB,0
43,185R--pB,0
44,047C--pB,0
45,019D--pB,0
46,001CI2--pB,0
47,074R--pB,0
48,048D--pA,0
49,028C--pA,0
50,047R--pB,0
51,008C--pA,0
52,083R--pB,0
53,035A--pB,0
54,113D--pA,0
55,080R--pB,0
56,063R--pB,0
57,082C--pB,0
58,092A--pB,0
59,065D--pA,0
60,090R--pB,0
61,110A--pA,0
62,102C--pA,0
63,066R--pA,0
64,004D1--pB,0
65,004RI1--pB,0
66,088D--pB,0
67,043C--pA,0
68,035D--pB,0
69,079C--pA,0
70,087R--pA,0
71,054C--pB,0
72,033C--pB,0
73,093R--pB,0
74,076D--pB,0
75,090C--pB,0
76,037R--pB,0
77,107R--pB,0
78,093C--pB,0
79,094R--pA,0
80,042A--pB,0
81,002RD1--pB,0
82,048A--pB,0
83,055C--pA,0
84,040R--pA,0
85,092D--pA,0
86,104A--pB,0
87,064A--pA,0
88,028A--pB,0
89,040C--pB,0
90,029D--pA,0
91,068C--pB,0
92,022A--pA,0
93,076C--pB,0
94,015C--pA,0
95,083R--pA,0
96,190D--pA,0
97,040D--pB,0
98,080A--pB,0
99,102D--pA,0
100,076A--pA,0
101,003CI1--pB,0
102,062R--pB,0
103,100D--pA,0
104,187D--pB,0
105,002RD2--pB,0
106,011R--pB,0
107,073R--pA,0
108,100R--pA,0
109,074C--pA,0
110,032A--pB,0
111,035C--pA,0
112,023D--pB,0
113,026R--pB,0
114,076R--pA,0
115,070A--pB,0
116,111C--pB,0
117,053R--pA,0
118,193C--pB,0
119,068A--pA,0
120,043C--pB,0
121,014D--pB,0
122,189A--pB,0
123,063D--pB,0
124,092A--pA,0
125,033C--pA,0
126,044A--pA,0
127,076A--pB,0
128,113A--pA,0
129,094C--pA,0
130,047D--pA,0
131,043D--pB,0
132,111A--pB,0
133,059R--pB,0
134,084C--pB,0
135,047R--pA,0
136,084R--pB,0
137,020A--pB,0
138,047C--pA,0
139,105A--pA,0
140,092D--pB,0
141,067C--pB,0
142,025D--pA,0
143,037C--pB,0
144,074A--pB,0
145,108R--pB,0
146,182D--pA,0
147,028A--pA,0
148,027C--pA,0
149,088C--pB,0
150,103D--pB,0
151,053R--pB,0
152,088D--pA,0
153,006A--pB,0
154,011A--pA,0
155,188R--pA,0
156,111C--pA,0
157,080A--pA,0
158,113C--pB,0
159,028C--pB,0
160,079C--pB,0
161,077A--pA,0
162,044R--pB,0
163,060A--pB,0
164,032D--pB,0
165,049C--pB,0
166,043R--pB,0
167,069R--pB,0
168,075C--pB,0
169,110C--pB,0
170,081D--pA,0
171,106C--pB,0
172,036A--pB,0
173,060D--pB,0
174,080D--pA,0
175,001AD2--pA,0
176,196D--pA,0
177,064R--pA,0
178,035D--pA,0
179,197R--pB,0
180,090A--pA,0
181,066A--pB,0
182,102A--pA,0
183,007C--pB,0
184,034D--pA,0
185,067R--pA,0
186,085A--pA,0
187,049D--pA,0
188,107R--pA,0
189,098C--pB,0
190,001CD1--pA,0
191,090D--pA,0
192,102C--pB,0
193,062C--pB,0
194,195D--pB,0
195,031D--pB,0
196,043D--pA,0
197,087R--pB,0
198,022D--pB,0
199,097R--pA,0
200,048D--pB,0
201,049D--pB,0
202,074D--pB,0
203,031D--pA,0
204,193C--pA,0
205,083A--pB,0
206,193A--pA,0
207,004CI2--pB,0
208,085A--pB,0
209,029C--pA,0
210,096C--pA,0
211,054D--pA,0
212,080C--pA,0
213,029C--pB,0
214,026D--pB,0
215,064R--pB,0
216,046D--pA,0
217,107A--pB,0
218,088A--pB,0
219,077D--pB,0
220,040A--pA,0
221,067R--pB,0
222,075C--pA,0
223,054A--pA,0
224,042R--pB,0
225,101R--pB,0
226,085R--pB,0
227,102D--pB,0
228,178C--pA,0
229,050D--pB,0
230,096D--pB,0
231,109A--pB,0
232,104A--pA,0
233,098C--pA,0
234,105R--pA,0
235,051A--pA,0
236,194C--pA,0
237,101A--pB,0
238,109C--pA,0
239,111D--pB,0
240,003AI1--pB,0
241,106D--pB,0
