1,199R--pA,0
2,197A--pA,0
3,192R--pA,0
4,113R--pA,0
5,180D--pA,0
6,019A--pA,0
7,008R--pA,0
8,084D--pA,0
9,007A--pA,0
10,195A--pA,0
11,069D--pA,0
12,182C--pA,0
13,185C--pA,0
14,022C--pA,0
15,018C--pA,0
16,100C--pA,0
17,009A--pA,0
18,001AD1--pA,0
19,029A--pA,0
20,032C--pA,0
21,002CI1--pA,0
22,181C--pA,0
23,045D--pA,0
24,003CD2--pA,0
25,187C--pA,0
26,191A--pA,0
27,188D--pA,0
28,106R--pA,0
29,071C--pA,0
30,108D--pA,0
31,024D--pA,0
32,060R--pA,0
33,003CI2--pA,0
34,036D--pA,0
35,BLANK13--pA,0
36,BLANK9--pA,0
37,BLANK21--pA,0
38,BLANK7--pA,0
39,BLANK23--pA,0
40,BLANK11--pA,0
41,BLANK5--pA,0
42,BLANK3--pA,0
43,BLANK19--pA,0
44,199R--pB,0
45,197A--pB,0
46,192R--pB,0
47,113R--pB,0
48,180D--pB,0
49,019A--pB,0
50,008R--pB,0
51,084D--pB,0
52,007A--pB,0
53,195A--pB,0
54,069D--pB,0
55,182C--pB,0
56,185C--pB,0
57,022C--pB,0
58,018C--pB,0
59,100C--pB,0
60,009A--pB,0
61,001AD1--pB,0
62,029A--pB,0
63,032C--pB,0
64,002CI1--pB,0
65,181C--pB,0
66,045D--pB,0
67,003CD2--pB,0
68,187C--pB,0
69,191A--pB,0
70,188D--pB,0
71,106R--pB,0
72,071C--pB,0
73,108D--pB,0
74,024D--pB,0
75,060R--pB,0
76,003CI2--pB,0
77,036D--pB,0
78,BLANK13--pB,0
79,BLANK9--pB,0
80,BLANK21--pB,0
81,BLANK7--pB,0
82,BLANK23--pB,0
83,BLANK11--pB,0
84,BLANK5--pB,0
85,BLANK3--pB,0
86,BLANK19--pB,0
,,
,,0 = removed
